Time,LeftPupilDiameter,RightPupilDiameter
0,6.628517,7.060079
10.0089111328125,6.625921,7.111472
20.0142822265625,6.625348,7.061721
30.0162353515625,6.62333,7.05039
40.01806640625,6.620006,7.041933
50.0198974609375,6.618123,7.156043
60.0218505859375,6.61709,7.180731
70.0238037109375,6.61885,7.022176
80.029052734375,6.625052,7.030939
90.037841796875,6.632157,7.024954
100.043090820313,6.63901,7.025182
110.044799804688,6.642134,7.025823
120.046508789063,6.643872,7.028378
130.04833984375,6.644899,7.028964
140.050048828125,6.647133,7.12847
150.0517578125,6.650359,7.011589
160.056884765625,6.652664,6.993107
170.0654296875,6.656069,7.090662
180.073974609375,6.662734,7.018639
190.0791015625,6.665869,6.984163
200.08056640625,6.66691,7.141797
210.082153320313,6.668071,7.144794
220.083740234375,6.669697,7.039212
240.090209960938,6.682868,6.809752
260.106811523438,6.688157,6.790909
270.1083984375,6.69135,6.791975
280.109741210938,6.694911,6.793767
290.111328125,6.695948,6.792675
300.112670898438,6.694533,6.788115
310.114135742188,6.690607,6.781826
320.118896484375,6.686748,6.775416
330.127075195313,6.684453,6.770843
340.13525390625,6.685152,6.767531
350.14013671875,6.685659,6.765107
360.141357421875,6.6866,6.76341
370.142822265625,6.686715,6.762848
380.14404296875,6.685867,6.761725
390.145385742188,6.685932,6.760239
400.150024414063,6.687745,6.758355
410.158081054688,6.694613,6.758066
420.166015625,6.697021,6.759559
430.167236328125,6.696524,6.76249
440.168579101563,6.696423,6.764142
450.169799804688,6.696302,6.766522
460.171142578125,6.695081,6.767264
470.172241210938,6.694279,6.764026
480.18017578125,6.705235,6.757227
490.188110351563,6.614413,6.80598
500.195922851563,6.7278,6.859421
510.197021484375,6.690691,6.74429
520.1982421875,6.69768,6.745892
530.19921875,6.715925,6.770299
540.200439453125,6.722501,6.738207
550.201538085938,6.720083,6.747166
560.209350585938,6.710941,6.70333
570.217041015625,6.701548,6.688057
580.224731445313,6.69499,6.677866
590.229125976563,6.689732,6.669117
600.230224609375,6.68729,6.66471
610.231201171875,6.683239,6.66418
620.232421875,6.679294,6.661183
630.2333984375,6.67815,6.465013
640.241088867188,6.673631,6.453667
650.248779296875,6.669006,6.373977
660.25634765625,6.663962,6.348135
670.257202148438,6.655147,6.34547
680.25830078125,6.647863,6.341835
690.25927734375,6.641362,6.448629
700.260131835938,6.633823,6.486862
710.26123046875,6.62865,6.431553
720.268798828125,6.628562,6.364731
730.276123046875,6.629231,6.423889
740.283569335938,6.629451,6.33363
750.2841796875,6.628605,6.325272
760.28515625,6.626087,6.32323
770.286010742188,6.623711,6.459005
780.286865234375,6.620598,6.374073
