14:18:26,DDDDD
14:20:48,CIRCLE/RED,101.5018735,countdown finished
14:21:46,TRIANGLE/YELLOW,159.8684687
14:23:10,STAR/YELLOW,243.2915875,countdown finished
TLX1,TLX2,TLX3,TLX4,TLX5,TLX6,SUS1,SUS2,SUS3,SUS4,SUS5,SUS6,SUS7,SUS8,SUS9,SUS10
7,6,7,11,11,7,4,2,4,4,3,2,5,4,4,1,
14:26:37,DD
